work_id,state,ida,mp_name,constituency,work_category,work_description_clean,recommended_dt,sanction_dt,sanction_amount,sanction_delay_days,work_status,v1_anomaly_score,cost_anomaly_score,delay_anomaly_score,duplicate_score,fund_utilization_score,v1_contrib,cost_contrib,delay_contrib,duplicate_contrib,fund_contrib,base_weighted_sum,max_signal,composite_risk_score,risk_level,risk_reasons
WS/MP18154/2024-2025/162990-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85246.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164222-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164221-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162981-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162980-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162973-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP351/2025-2026/169387-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Normal/Others,Damodi veedu to Eyyan Kundu Road-Concreting-Azhikode Grama Panchayath-Ward-6,2025-01-27,2026-02-19,668000.0,388,Physical Inspection,18.9,15.0,100.0,0.0,15.0,7.56,2.25,15.0,0.0,2.25,27.06,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 388 days.
WS/MP18154/2024-2025/162974-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162854-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP393/2025-2026/167701-Development of playfields and sports grounds,Tamil Nadu,SIVAGANGA(DISTRICT COLLECTOR SIVAGANGA_IDA),Shri Karti P Chidambaram,SIVAGANGA,Normal/Others,"Providing Gallery Shed at Kalanivasal, Kaliswaran Football Association Sports ground in Karaikudi Corporation",2025-01-23,2025-09-10,500000.0,230,Physical Inspection,9.7,15.0,75.0,95.37354361016341,15.0,3.88,2.25,11.25,14.306,2.25,33.936,95.37354361016341,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 230 days. | 🟠 Duplicate check: Potential duplicate work detected (Similarity: 95.4%). Requires human verification.
WS/MP18154/2024-2025/162975-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162976-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162977-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP337/2025-2026/160101-Installing community drinking water plants,Karnataka,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Normal/Others,RO Drinking Water Unit for Government High School Haragi Village.,2024-12-26,2026-01-05,300000.0,375,Physical Inspection,18.7,15.0,100.0,0.0,15.0,7.48,2.25,15.0,0.0,2.25,26.98,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 375 days.
"WS/MP337/2025-2026/160076-Construction of roads, link roads, pathways or any other road with or without drainage system",Karnataka,SHIVAMOGGA(DEPUTY COMMISSIONER SHIMOGA_IDA),Shri B Y Raghavendra,SHIMOGA,Normal/Others,Road works from Churchugundi village to Sanyasikoppa Mattighatta from Channel Bridge to Morarji Residential School.,2024-12-26,2026-01-03,500000.0,373,Physical Inspection,18.6,15.0,100.0,0.0,15.0,7.44,2.25,15.0,0.0,2.25,26.94,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 373 days.
"WS/MP351/2025-2026/154175-Construction of roads, link roads, pathways or any other road with or without drainage system",Kerala,KANNUR(DISTRICT COLLECTOR KANNUR_IDA),Shri Kumbakudi Sudhakaran,KANNUR,Normal/Others,Kanichar  Grama Panchayath-Thannikunnu-Madappallithattu-Ward-XI-Road-Concreting,2024-11-23,2026-02-18,526392.0,452,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 452 days.
WS/MP18051/2024-2025/153825-Construction of common work sheds/ common covered sitting area,Chhattisgarh,MAHASAMUND(DISTRICT COLLECTOR MAHASAMUND_IDA),ROOP KUMARI CHOUDHARY,MAHASAMUND,Normal/Others,KARIGARON KE LIYE SAMANYA WORK SHED NIRMAN,2024-11-21,2024-12-17,500000.0,26,Physical Inspection,13.0,15.0,15.0,100.00000000000003,15.0,5.2,2.25,2.25,15.0,2.25,26.95,100.00000000000003,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18134/2026-2027/181726-Construction of community centers and community halls,Maharashtra,Ahilyanagar(DISTRICT COLLECTOR AHMEDNAGAR_IDA),BHAUSAHEB RAJARAM WAKCHAURE,SHIRDI(SC),Normal/Others,to construct  g p property no 186 at villeage Mahaldevi taluka akole,2025-03-16,2026-06-22,500000.0,463,Physical Inspection,18.9,15.0,100.0,0.0,15.0,7.56,2.25,15.0,0.0,2.25,27.06,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 463 days.
WS/MP18154/2024-2025/164224-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
"WS/MP18095/2025-2026/148831-Purchase of IT systems, including hardware and software for educational purposes",Kerala,ALAPPUZHA(DISTRICT COLLECTOR ALAPPUZHA_IDA),K. C VENUGOPAL,ALAPPUZHA,Normal/Others,Purchase of 15 laptops for SCUGVHSS Pattanakkad,2024-10-22,2025-11-15,527850.0,389,Physical Inspection,18.8,15.0,100.0,0.0,15.0,7.52,2.25,15.0,0.0,2.25,27.02,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 389 days.
WS/MP758/2025-2026/164226-Construction of bus-sheds or bus-stops,Tamil Nadu,DINDIGUL(DISTRICT COLLECTOR DINDIGUL_IDA),Smt S Jothimani,KARUR,Normal/Others,"Construction of bus shelter in R.Combai Pirivu,Vadugambadi,Gujiliamparai.",2025-01-08,2026-02-19,799812.0,407,Physical Inspection,18.7,15.0,100.0,0.0,15.0,7.48,2.25,15.0,0.0,2.25,26.98,100.0,70.8,High,🔴 Delay anomaly: Recommendation-to-sanction lag of 407 days.
WS/MP18154/2024-2025/162965-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164230-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162855-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162856-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162857-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162858-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162859-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162963-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162964-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164229-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162966-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162967-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162968-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162969-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85246.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162971-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/162972-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-14,85042.0,35,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
WS/MP18154/2024-2025/164228-Street lights,Punjab,PATHANKOT(DEPUTY COMMISSIONER PATHANKOT_IDA),SUKHJINDER SINGH RANDHAWA,GURDASPUR,Normal/Others,"5 (Five light) 30 watt solar led 6 meter poll, 5 years full warranty from manufacture company. The working agency will be XEN, PWD",2025-01-10,2025-02-13,85042.0,34,Physical Inspection,13.2,15.0,15.0,99.99999999999997,15.0,5.28,2.25,2.25,15.0,2.25,27.03,99.99999999999997,70.8,High,🟠 Duplicate check: Potential duplicate work detected (Similarity: 100.0%). Requires human verification.
